Torch version: 1.5, 1.5.0
dataset = cityscapes
ignore_label = 255
num_classes = 19
cv split val 2 ['train/monchengladbach', 'train/strasbourg', 'train/stuttgart']
mode val found 655 images
cn num_classes 19
cv split train 2 ['val/munster', 'val/lindau', 'val/frankfurt', 'train/aachen', 'train/bochum', 'train/bremen', 'train/cologne', 'train/darmstadt', 'train/dusseldorf', 'train/erfurt', 'train/hamburg', 'train/hanover', 'train/jena', 'train/krefeld', 'train/tubingen', 'train/ulm', 'train/weimar', 'train/zurich']
mode train found 2820 images
cn num_classes 19
Loading centroid file /var/tmp/fastseg-training/assets/uniform_centroids/cityscapes_cv2_tile1024.json
Found 19 centroids
Class Uniform Percentage: 0.5
Class Uniform items per Epoch: 2820
cls 0 len 5541
cls 1 len 4897
cls 2 len 5357
cls 3 len 1268
cls 4 len 1537
cls 5 len 5398
cls 6 len 2703
cls 7 len 4610
cls 8 len 5185
cls 9 len 2407
cls 10 len 4436
cls 11 len 3530
cls 12 len 1329
cls 13 len 4864
cls 14 len 415
cls 15 len 398
cls 16 len 183
cls 17 len 551
cls 18 len 2272
Using Cross Entropy Loss
Trunk: mobilenetv3_small
Model params = 1.1M
Class Uniform Percentage: 0.5
Class Uniform items per Epoch: 2820
cls 0 len 5541
cls 1 len 4897
cls 2 len 5357
cls 3 len 1268
cls 4 len 1537
cls 5 len 5398
cls 6 len 2703
cls 7 len 4610
cls 8 len 5185
cls 9 len 2407
cls 10 len 4436
cls 11 len 3530
cls 12 len 1329
cls 13 len 4864
cls 14 len 415
cls 15 len 398
cls 16 len 183
cls 17 len 551
cls 18 len 2272
[epoch 0], [iter 1 / 176], [train main loss 6.299214], [lr 0.010000] [batchtime 0]
[epoch 43], [iter 161 / 176], [train main loss -1.713694], [lr 0.007543] [batchtime 0.439]
[epoch 43], [iter 162 / 176], [train main loss -1.720966], [lr 0.007543] [batchtime 0.439]
[epoch 43], [iter 163 / 176], [train main loss -1.727940], [lr 0.007543] [batchtime 0.439]
[epoch 43], [iter 164 / 176], [train main loss -1.719403], [lr 0.007543] [batchtime 0.438]
[epoch 43], [iter 165 / 176], [train main loss -1.726904], [lr 0.007543] [batchtime 0.438]
[epoch 43], [iter 166 / 176], [train main loss -1.736803], [lr 0.007543] [batchtime 0.438]
[epoch 43], [iter 167 / 176], [train main loss -1.737384], [lr 0.007543] [batchtime 0.438]
[epoch 43], [iter 168 / 176], [train main loss -1.748217], [lr 0.007543] [batchtime 0.437]
[epoch 43], [iter 169 / 176], [train main loss -1.738127], [lr 0.007543] [batchtime 0.438]
[epoch 43], [iter 170 / 176], [train main loss -1.725841], [lr 0.007543] [batchtime 0.445]
[epoch 43], [iter 171 / 176], [train main loss -1.708388], [lr 0.007543] [batchtime 0.444]
[epoch 43], [iter 172 / 176], [train main loss -1.703813], [lr 0.007543] [batchtime 0.444]
[epoch 43], [iter 173 / 176], [train main loss -1.712599], [lr 0.007543] [batchtime 0.444]
[epoch 43], [iter 174 / 176], [train main loss -1.723316], [lr 0.007543] [batchtime 0.443]
[epoch 43], [iter 175 / 176], [train main loss -1.723492], [lr 0.007543] [batchtime 0.443]
[epoch 43], [iter 176 / 176], [train main loss -1.705740], [lr 0.007543] [batchtime 0.442]
validating[Iter: 1 / 81]
validating[Iter: 21 / 81]
validating[Iter: 41 / 81]
validating[Iter: 61 / 81]
validating[Iter: 81 / 81]
IoU:
  Id  label            iU_1.0     TP       FP    FN    Precision    Recall
----  -------------  --------  -----  -------  ----  -----------  --------
   0  road              92.44  35.20     0.03  0.05         0.97      0.95
   1  sidewalk          59.81   5.03     0.31  0.36         0.76      0.73
   2  building          81.64  24.54     0.08  0.14         0.92      0.88
   3  wall               7.55   0.05     9.76  2.48         0.09      0.29
   4  fence              4.61   0.06    19.93  0.75         0.05      0.57
   5  pole              28.14   0.41     1.77  0.79         0.36      0.56
   6  traffic light      1.77   0.00    54.87  0.67         0.02      0.60
   7  traffic sign       6.06   0.03    15.06  0.44         0.06      0.69
   8  vegetation        78.86  11.39     0.09  0.18         0.92      0.85
   9  terrain           32.74   0.32     1.28  0.77         0.44      0.56
  10  sky               92.36   3.71     0.04  0.04         0.96      0.96
  11  person            33.43   0.62     1.49  0.50         0.40      0.67
  12  rider              0.38   0.00   258.01  3.30         0.00      0.23
  13  car               78.57   6.54     0.08  0.19         0.92      0.84
  14  truck              0.02   0.00  4172.25  3.95         0.00      0.20
  15  bus                0.77   0.00   126.85  2.70         0.01      0.27
  16  train              0.88   0.00   111.93  0.20         0.01      0.83
  17  motorcycle         0.09   0.00  1158.84  1.18         0.00      0.46
  18  bicycle           24.60   0.18     1.22  1.84         0.45      0.35
Mean: 32.88
-----------------------------------------------------------------------------------------------------------
this : [epoch 43], [val loss 0.40398], [acc 0.88095], [acc_cls 0.38705], [mean_iu 0.32881], [fwavacc 0.79449]
best : [epoch 43], [val loss 0.40398], [acc 0.88095], [acc_cls 0.38705], [mean_iu 0.32881], [fwavacc 0.79449]
-----------------------------------------------------------------------------------------------------------
Class Uniform Percentage: 0.5
Class Uniform items per Epoch: 2820
cls 0 len 5541
cls 1 len 4897
cls 2 len 5357
cls 3 len 1268
cls 4 len 1537
cls 5 len 5398
cls 6 len 2703
cls 7 len 4610
cls 8 len 5185
cls 9 len 2407
cls 10 len 4436
cls 11 len 3530
cls 12 len 1329
cls 13 len 4864
cls 14 len 415
cls 15 len 398
cls 16 len 183
cls 17 len 551
cls 18 len 2272
[epoch 44], [iter 1 / 176], [train main loss 0.410233], [lr 0.007486] [batchtime 0]
[epoch 44], [iter 2 / 176], [train main loss -1.149308], [lr 0.007486] [batchtime 0]
[epoch 44], [iter 3 / 176], [train main loss -1.193146], [lr 0.007486] [batchtime 0]
[epoch 44], [iter 4 / 176], [train main loss -1.167366], [lr 0.007486] [batchtime 0]
[epoch 44], [iter 5 / 176], [train main loss -1.382415], [lr 0.007486] [batchtime 0]
[epoch 44], [iter 6 / 176], [train main loss -1.114481], [lr 0.007486] [batchtime 0]
[epoch 44], [iter 7 / 176], [train main loss -0.894089], [lr 0.007486] [batchtime 0]
[epoch 44], [iter 8 / 176], [train main loss -0.935038], [lr 0.007486] [batchtime 0]
[epoch 44], [iter 9 / 176], [train main loss -0.916457], [lr 0.007486] [batchtime 0]
[epoch 44], [iter 10 / 176], [train main loss -1.221006], [lr 0.007486] [batchtime 0]
[epoch 44], [iter 11 / 176], [train main loss -1.193959], [lr 0.007486] [batchtime 0.364]
[epoch 44], [iter 12 / 176], [train main loss -1.142700], [lr 0.007486] [batchtime 0.381]
[epoch 44], [iter 13 / 176], [train main loss -1.308158], [lr 0.007486] [batchtime 0.385]
[epoch 44], [iter 14 / 176], [train main loss -1.383508], [lr 0.007486] [batchtime 0.387]
[epoch 44], [iter 15 / 176], [train main loss -1.431918], [lr 0.007486] [batchtime 0.387]
[epoch 44], [iter 16 / 176], [train main loss -1.603060], [lr 0.007486] [batchtime 0.387]
[epoch 44], [iter 17 / 176], [train main loss -1.554095], [lr 0.007486] [batchtime 0.387]
[epoch 44], [iter 18 / 176], [train main loss -1.565521], [lr 0.007486] [batchtime 0.388]
[epoch 44], [iter 19 / 176], [train main loss -1.584239], [lr 0.007486] [batchtime 0.388]
[epoch 44], [iter 20 / 176], [train main loss -1.670029], [lr 0.007486] [batchtime 0.396]
[epoch 44], [iter 21 / 176], [train main loss -1.611290], [lr 0.007486] [batchtime 0.412]
[epoch 44], [iter 22 / 176], [train main loss -1.477579], [lr 0.007486] [batchtime 0.41]
[epoch 44], [iter 23 / 176], [train main loss -1.551930], [lr 0.007486] [batchtime 0.408]
[epoch 44], [iter 24 / 176], [train main loss -1.433834], [lr 0.007486] [batchtime 0.408]
[epoch 44], [iter 25 / 176], [train main loss -1.526458], [lr 0.007486] [batchtime 0.407]
[epoch 44], [iter 26 / 176], [train main loss -1.533008], [lr 0.007486] [batchtime 0.406]
[epoch 44], [iter 27 / 176], [train main loss -1.525095], [lr 0.007486] [batchtime 0.405]
[epoch 44], [iter 28 / 176], [train main loss -1.515513], [lr 0.007486] [batchtime 0.404]
[epoch 44], [iter 29 / 176], [train main loss -1.626172], [lr 0.007486] [batchtime 0.404]
[epoch 44], [iter 30 / 176], [train main loss -1.560659], [lr 0.007486] [batchtime 0.404]
[epoch 44], [iter 31 / 176], [train main loss -1.423315], [lr 0.007486] [batchtime 0.403]
[epoch 44], [iter 32 / 176], [train main loss -1.415402], [lr 0.007486] [batchtime 0.403]
[epoch 44], [iter 33 / 176], [train main loss -1.432873], [lr 0.007486] [batchtime 0.403]
[epoch 44], [iter 34 / 176], [train main loss -1.361711], [lr 0.007486] [batchtime 0.402]
[epoch 44], [iter 35 / 176], [train main loss -1.407121], [lr 0.007486] [batchtime 0.402]
[epoch 44], [iter 36 / 176], [train main loss -1.368690], [lr 0.007486] [batchtime 0.402]
[epoch 44], [iter 37 / 176], [train main loss -1.286445], [lr 0.007486] [batchtime 0.402]
[epoch 44], [iter 38 / 176], [train main loss -1.290690], [lr 0.007486] [batchtime 0.402]
[epoch 44], [iter 39 / 176], [train main loss -1.388345], [lr 0.007486] [batchtime 0.402]
[epoch 44], [iter 40 / 176], [train main loss -1.383364], [lr 0.007486] [batchtime 0.401]
[epoch 44], [iter 41 / 176], [train main loss -1.382437], [lr 0.007486] [batchtime 0.401]
[epoch 44], [iter 42 / 176], [train main loss -1.427807], [lr 0.007486] [batchtime 0.401]
[epoch 44], [iter 43 / 176], [train main loss -1.414491], [lr 0.007486] [batchtime 0.401]
[epoch 44], [iter 44 / 176], [train main loss -1.427390], [lr 0.007486] [batchtime 0.401]
[epoch 44], [iter 45 / 176], [train main loss -1.420366], [lr 0.007486] [batchtime 0.434]
[epoch 44], [iter 46 / 176], [train main loss -1.391785], [lr 0.007486] [batchtime 0.438]
[epoch 44], [iter 47 / 176], [train main loss -1.387553], [lr 0.007486] [batchtime 0.437]
[epoch 44], [iter 48 / 176], [train main loss -1.361142], [lr 0.007486] [batchtime 0.435]
[epoch 44], [iter 49 / 176], [train main loss -1.349450], [lr 0.007486] [batchtime 0.434]
[epoch 44], [iter 50 / 176], [train main loss -1.370845], [lr 0.007486] [batchtime 0.433]
[epoch 44], [iter 51 / 176], [train main loss -1.340953], [lr 0.007486] [batchtime 0.432]
[epoch 44], [iter 52 / 176], [train main loss -1.365110], [lr 0.007486] [batchtime 0.431]
[epoch 44], [iter 53 / 176], [train main loss -1.337038], [lr 0.007486] [batchtime 0.431]
[epoch 44], [iter 54 / 176], [train main loss -1.336359], [lr 0.007486] [batchtime 0.43]
[epoch 44], [iter 55 / 176], [train main loss -1.387954], [lr 0.007486] [batchtime 0.429]
[epoch 44], [iter 56 / 176], [train main loss -1.410977], [lr 0.007486] [batchtime 0.429]
[epoch 44], [iter 57 / 176], [train main loss -1.423150], [lr 0.007486] [batchtime 0.428]
[epoch 44], [iter 58 / 176], [train main loss -1.476374], [lr 0.007486] [batchtime 0.427]
[epoch 44], [iter 59 / 176], [train main loss -1.482523], [lr 0.007486] [batchtime 0.426]
[epoch 44], [iter 60 / 176], [train main loss -1.504611], [lr 0.007486] [batchtime 0.426]
[epoch 44], [iter 61 / 176], [train main loss -1.553295], [lr 0.007486] [batchtime 0.425]
[epoch 44], [iter 62 / 176], [train main loss -1.540358], [lr 0.007486] [batchtime 0.425]
[epoch 44], [iter 63 / 176], [train main loss -1.469133], [lr 0.007486] [batchtime 0.424]
[epoch 44], [iter 64 / 176], [train main loss -1.494274], [lr 0.007486] [batchtime 0.423]
[epoch 44], [iter 65 / 176], [train main loss -1.462671], [lr 0.007486] [batchtime 0.423]
[epoch 44], [iter 66 / 176], [train main loss -1.457752], [lr 0.007486] [batchtime 0.423]
[epoch 44], [iter 67 / 176], [train main loss -1.434249], [lr 0.007486] [batchtime 0.423]
[epoch 44], [iter 68 / 176], [train main loss -1.422203], [lr 0.007486] [batchtime 0.426]
[epoch 44], [iter 69 / 176], [train main loss -1.424466], [lr 0.007486] [batchtime 0.425]
[epoch 44], [iter 70 / 176], [train main loss -1.410153], [lr 0.007486] [batchtime 0.424]
[epoch 44], [iter 71 / 176], [train main loss -1.401144], [lr 0.007486] [batchtime 0.424]
[epoch 44], [iter 72 / 176], [train main loss -1.423592], [lr 0.007486] [batchtime 0.423]
[epoch 44], [iter 73 / 176], [train main loss -1.455767], [lr 0.007486] [batchtime 0.423]
[epoch 44], [iter 74 / 176], [train main loss -1.445897], [lr 0.007486] [batchtime 0.423]
[epoch 44], [iter 75 / 176], [train main loss -1.468422], [lr 0.007486] [batchtime 0.422]
[epoch 44], [iter 76 / 176], [train main loss -1.468460], [lr 0.007486] [batchtime 0.422]
[epoch 44], [iter 77 / 176], [train main loss -1.492414], [lr 0.007486] [batchtime 0.421]
[epoch 44], [iter 78 / 176], [train main loss -1.499630], [lr 0.007486] [batchtime 0.421]
[epoch 44], [iter 79 / 176], [train main loss -1.536282], [lr 0.007486] [batchtime 0.42]
[epoch 44], [iter 80 / 176], [train main loss -1.535075], [lr 0.007486] [batchtime 0.42]
[epoch 44], [iter 81 / 176], [train main loss -1.575203], [lr 0.007486] [batchtime 0.42]
[epoch 44], [iter 82 / 176], [train main loss -1.559595], [lr 0.007486] [batchtime 0.419]
[epoch 44], [iter 83 / 176], [train main loss -1.578084], [lr 0.007486] [batchtime 0.419]
[epoch 44], [iter 84 / 176], [train main loss -1.574952], [lr 0.007486] [batchtime 0.419]
[epoch 44], [iter 85 / 176], [train main loss -1.602616], [lr 0.007486] [batchtime 0.418]
[epoch 44], [iter 86 / 176], [train main loss -1.634691], [lr 0.007486] [batchtime 0.418]
[epoch 44], [iter 87 / 176], [train main loss -1.613747], [lr 0.007486] [batchtime 0.418]
[epoch 44], [iter 88 / 176], [train main loss -1.635043], [lr 0.007486] [batchtime 0.417]
[epoch 44], [iter 89 / 176], [train main loss -1.646832], [lr 0.007486] [batchtime 0.417]
[epoch 44], [iter 90 / 176], [train main loss -1.645684], [lr 0.007486] [batchtime 0.417]
[epoch 44], [iter 91 / 176], [train main loss -1.655677], [lr 0.007486] [batchtime 0.417]
[epoch 44], [iter 92 / 176], [train main loss -1.636420], [lr 0.007486] [batchtime 0.422]
[epoch 44], [iter 93 / 176], [train main loss -1.625752], [lr 0.007486] [batchtime 0.422]
[epoch 44], [iter 94 / 176], [train main loss -1.638578], [lr 0.007486] [batchtime 0.421]
[epoch 44], [iter 95 / 176], [train main loss -1.659429], [lr 0.007486] [batchtime 0.421]
[epoch 44], [iter 96 / 176], [train main loss -1.680776], [lr 0.007486] [batchtime 0.421]
[epoch 44], [iter 97 / 176], [train main loss -1.688799], [lr 0.007486] [batchtime 0.42]
[epoch 44], [iter 98 / 176], [train main loss -1.684839], [lr 0.007486] [batchtime 0.42]
[epoch 44], [iter 99 / 176], [train main loss -1.679847], [lr 0.007486] [batchtime 0.42]
[epoch 44], [iter 100 / 176], [train main loss -1.695513], [lr 0.007486] [batchtime 0.42]
[epoch 44], [iter 101 / 176], [train main loss -1.674497], [lr 0.007486] [batchtime 0.419]
[epoch 44], [iter 102 / 176], [train main loss -1.686710], [lr 0.007486] [batchtime 0.419]
[epoch 44], [iter 103 / 176], [train main loss -1.676499], [lr 0.007486] [batchtime 0.419]
[epoch 44], [iter 104 / 176], [train main loss -1.696861], [lr 0.007486] [batchtime 0.419]
[epoch 44], [iter 105 / 176], [train main loss -1.692911], [lr 0.007486] [batchtime 0.418]
[epoch 44], [iter 106 / 176], [train main loss -1.720535], [lr 0.007486] [batchtime 0.418]
[epoch 44], [iter 107 / 176], [train main loss -1.717449], [lr 0.007486] [batchtime 0.418]
[epoch 44], [iter 108 / 176], [train main loss -1.702326], [lr 0.007486] [batchtime 0.418]
[epoch 44], [iter 109 / 176], [train main loss -1.706371], [lr 0.007486] [batchtime 0.417]
[epoch 44], [iter 110 / 176], [train main loss -1.701748], [lr 0.007486] [batchtime 0.417]
[epoch 44], [iter 111 / 176], [train main loss -1.702644], [lr 0.007486] [batchtime 0.417]
[epoch 44], [iter 112 / 176], [train main loss -1.724259], [lr 0.007486] [batchtime 0.417]
[epoch 44], [iter 113 / 176], [train main loss -1.710862], [lr 0.007486] [batchtime 0.416]
[epoch 44], [iter 114 / 176], [train main loss -1.713163], [lr 0.007486] [batchtime 0.416]
[epoch 44], [iter 115 / 176], [train main loss -1.718886], [lr 0.007486] [batchtime 0.416]
[epoch 44], [iter 116 / 176], [train main loss -1.721081], [lr 0.007486] [batchtime 0.417]
[epoch 44], [iter 117 / 176], [train main loss -1.743747], [lr 0.007486] [batchtime 0.419]
[epoch 44], [iter 118 / 176], [train main loss -1.736550], [lr 0.007486] [batchtime 0.418]
[epoch 44], [iter 119 / 176], [train main loss -1.737164], [lr 0.007486] [batchtime 0.418]
[epoch 44], [iter 120 / 176], [train main loss -1.735106], [lr 0.007486] [batchtime 0.418]
[epoch 44], [iter 121 / 176], [train main loss -1.733142], [lr 0.007486] [batchtime 0.418]
[epoch 44], [iter 122 / 176], [train main loss -1.701396], [lr 0.007486] [batchtime 0.417]
[epoch 44], [iter 123 / 176], [train main loss -1.685063], [lr 0.007486] [batchtime 0.417]
[epoch 44], [iter 124 / 176], [train main loss -1.689680], [lr 0.007486] [batchtime 0.417]
[epoch 44], [iter 125 / 176], [train main loss -1.679563], [lr 0.007486] [batchtime 0.417]
[epoch 44], [iter 126 / 176], [train main loss -1.674972], [lr 0.007486] [batchtime 0.416]
[epoch 44], [iter 127 / 176], [train main loss -1.661731], [lr 0.007486] [batchtime 0.416]
[epoch 44], [iter 128 / 176], [train main loss -1.677085], [lr 0.007486] [batchtime 0.416]
[epoch 44], [iter 129 / 176], [train main loss -1.679833], [lr 0.007486] [batchtime 0.416]
[epoch 44], [iter 130 / 176], [train main loss -1.676322], [lr 0.007486] [batchtime 0.416]
[epoch 44], [iter 131 / 176], [train main loss -1.695368], [lr 0.007486] [batchtime 0.415]
[epoch 44], [iter 132 / 176], [train main loss -1.682217], [lr 0.007486] [batchtime 0.415]
[epoch 44], [iter 133 / 176], [train main loss -1.664074], [lr 0.007486] [batchtime 0.415]
[epoch 44], [iter 134 / 176], [train main loss -1.665882], [lr 0.007486] [batchtime 0.415]
[epoch 44], [iter 135 / 176], [train main loss -1.666711], [lr 0.007486] [batchtime 0.415]
[epoch 44], [iter 136 / 176], [train main loss -1.673078], [lr 0.007486] [batchtime 0.415]
[epoch 44], [iter 137 / 176], [train main loss -1.693435], [lr 0.007486] [batchtime 0.415]
[epoch 44], [iter 138 / 176], [train main loss -1.684342], [lr 0.007486] [batchtime 0.414]
[epoch 44], [iter 139 / 176], [train main loss -1.682784], [lr 0.007486] [batchtime 0.414]
[epoch 44], [iter 140 / 176], [train main loss -1.687818], [lr 0.007486] [batchtime 0.416]
[epoch 44], [iter 141 / 176], [train main loss -1.682836], [lr 0.007486] [batchtime 0.426]
[epoch 44], [iter 142 / 176], [train main loss -1.709990], [lr 0.007486] [batchtime 0.426]
[epoch 44], [iter 143 / 176], [train main loss -1.703739], [lr 0.007486] [batchtime 0.426]
[epoch 44], [iter 144 / 176], [train main loss -1.730017], [lr 0.007486] [batchtime 0.425]
[epoch 44], [iter 145 / 176], [train main loss -1.725127], [lr 0.007486] [batchtime 0.425]
[epoch 44], [iter 146 / 176], [train main loss -1.732776], [lr 0.007486] [batchtime 0.425]
[epoch 44], [iter 147 / 176], [train main loss -1.730495], [lr 0.007486] [batchtime 0.424]
[epoch 44], [iter 148 / 176], [train main loss -1.728112], [lr 0.007486] [batchtime 0.424]
[epoch 44], [iter 149 / 176], [train main loss -1.715727], [lr 0.007486] [batchtime 0.424]
[epoch 44], [iter 150 / 176], [train main loss -1.716105], [lr 0.007486] [batchtime 0.424]
[epoch 44], [iter 151 / 176], [train main loss -1.709432], [lr 0.007486] [batchtime 0.423]
[epoch 44], [iter 152 / 176], [train main loss -1.715521], [lr 0.007486] [batchtime 0.423]
[epoch 44], [iter 153 / 176], [train main loss -1.699231], [lr 0.007486] [batchtime 0.423]
[epoch 44], [iter 154 / 176], [train main loss -1.681929], [lr 0.007486] [batchtime 0.423]
[epoch 44], [iter 155 / 176], [train main loss -1.700947], [lr 0.007486] [batchtime 0.423]
[epoch 44], [iter 156 / 176], [train main loss -1.714314], [lr 0.007486] [batchtime 0.422]
[epoch 44], [iter 157 / 176], [train main loss -1.704385], [lr 0.007486] [batchtime 0.422]
[epoch 44], [iter 158 / 176], [train main loss -1.705210], [lr 0.007486] [batchtime 0.422]
[epoch 44], [iter 159 / 176], [train main loss -1.697442], [lr 0.007486] [batchtime 0.422]
[epoch 44], [iter 160 / 176], [train main loss -1.715149], [lr 0.007486] [batchtime 0.422]
[epoch 44], [iter 161 / 176], [train main loss -1.703613], [lr 0.007486] [batchtime 0.421]
[epoch 44], [iter 162 / 176], [train main loss -1.697876], [lr 0.007486] [batchtime 0.421]
[epoch 44], [iter 163 / 176], [train main loss -1.691558], [lr 0.007486] [batchtime 0.422]
[epoch 44], [iter 164 / 176], [train main loss -1.688142], [lr 0.007486] [batchtime 0.422]
[epoch 44], [iter 165 / 176], [train main loss -1.687541], [lr 0.007486] [batchtime 0.422]
[epoch 44], [iter 166 / 176], [train main loss -1.682362], [lr 0.007486] [batchtime 0.422]
[epoch 44], [iter 167 / 176], [train main loss -1.677433], [lr 0.007486] [batchtime 0.421]
[epoch 44], [iter 168 / 176], [train main loss -1.673955], [lr 0.007486] [batchtime 0.421]
[epoch 44], [iter 169 / 176], [train main loss -1.680455], [lr 0.007486] [batchtime 0.421]
[epoch 44], [iter 170 / 176], [train main loss -1.687435], [lr 0.007486] [batchtime 0.421]
[epoch 44], [iter 171 / 176], [train main loss -1.684431], [lr 0.007486] [batchtime 0.42]
[epoch 44], [iter 172 / 176], [train main loss -1.667342], [lr 0.007486] [batchtime 0.42]
[epoch 44], [iter 173 / 176], [train main loss -1.666923], [lr 0.007486] [batchtime 0.42]
[epoch 44], [iter 174 / 176], [train main loss -1.664991], [lr 0.007486] [batchtime 0.419]
[epoch 44], [iter 175 / 176], [train main loss -1.671289], [lr 0.007486] [batchtime 0.419]
[epoch 44], [iter 176 / 176], [train main loss -1.684716], [lr 0.007486] [batchtime 0.419]
validating[Iter: 1 / 81]
validating[Iter: 21 / 81]
validating[Iter: 41 / 81]
validating[Iter: 61 / 81]
